ascii,word,letter_frequency
850,karamsar,"{'a': 3, 'k': 1, 'm': 1, 'r': 2, 's': 1}"
850,karbonat,"{'a': 2, 'b': 1, 'k': 1, 'n': 1, 'o': 1, 'r': 1, 't': 1}"
850,karbonil,"{'a': 1, 'b': 1, 'i': 1, 'k': 1, 'l': 1, 'n': 1, 'o': 1, 'r': 1}"
850,kaybetme,"{'a': 1, 'b': 1, 'e': 2, 'k': 1, 'm': 1, 't': 1, 'y': 1}"
850,kaydolma,"{'a': 2, 'd': 1, 'k': 1, 'l': 1, 'm': 1, 'o': 1, 'y': 1}"
850,kekrelik,"{'e': 2, 'i': 1, 'k': 3, 'l': 1, 'r': 1}"
850,kemirgen,"{'e': 2, 'g': 1, 'i': 1, 'k': 1, 'm': 1, 'n': 1, 'r': 1}"
850,kesiflik,"{'e': 1, 'f': 1, 'i': 2, 'k': 2, 'l': 1, 's': 1}"
850,kozalı,"{'a': 1, 'k': 1, 'l': 1, 'o': 1, 'z': 1, 'ı': 1}"
850,kremleme,"{'e': 3, 'k': 1, 'l': 1, 'm': 2, 'r': 1}"
850,kıyasi,"{'a': 1, 'i': 1, 'k': 1, 's': 1, 'y': 1, 'ı': 1}"
850,lavdanom,"{'a': 2, 'd': 1, 'l': 1, 'm': 1, 'n': 1, 'o': 1, 'v': 1}"
850,lesepase,"{'a': 1, 'e': 3, 'l': 1, 'p': 1, 's': 2}"
850,mandolin,"{'a': 1, 'd': 1, 'i': 1, 'l': 1, 'm': 1, 'n': 2, 'o': 1}"
850,melfufen,"{'e': 2, 'f': 2, 'l': 1, 'm': 1, 'n': 1, 'u': 1}"
850,mendebur,"{'b': 1, 'd': 1, 'e': 2, 'm': 1, 'n': 1, 'r': 1, 'u': 1}"
850,mesudane,"{'a': 1, 'd': 1, 'e': 2, 'm': 1, 'n': 1, 's': 1, 'u': 1}"
850,miligram,"{'a': 1, 'g': 1, 'i': 2, 'l': 1, 'm': 2, 'r': 1}"
850,miskalle,"{'a': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 2, 'm': 1, 's': 1}"
850,muhasara,"{'a': 3, 'h': 1, 'm': 1, 'r': 1, 's': 1, 'u': 1}"
850,nazlanma,"{'a': 3, 'l': 1, 'm': 1, 'n': 2, 'z': 1}"
850,olaylı,"{'a': 1, 'l': 2, 'o': 1, 'y': 1, 'ı': 1}"
850,onaylama,"{'a': 3, 'l': 1, 'm': 1, 'n': 1, 'o': 1, 'y': 1}"
850,oyabilme,"{'a': 1, 'b': 1, 'e': 1, 'i': 1, 'l': 1, 'm': 1, 'o': 1, 'y': 1}"
850,oyalanma,"{'a': 3, 'l': 1, 'm': 1, 'n': 1, 'o': 1, 'y': 1}"
850,parlatma,"{'a': 3, 'l': 1, 'm': 1, 'p': 1, 'r': 1, 't': 1}"
850,pembemsi,"{'b': 1, 'e': 2, 'i': 1, 'm': 2, 'p': 1, 's': 1}"
850,pirifani,"{'a': 1, 'f': 1, 'i': 3, 'n': 1, 'p': 1, 'r': 1}"
850,poligami,"{'a': 1, 'g': 1, 'i': 2, 'l': 1, 'm': 1, 'o': 1, 'p': 1}"
850,recmetme,"{'c': 1, 'e': 3, 'm': 2, 'r': 1, 't': 1}"
850,saptamak,"{'a': 3, 'k': 1, 'm': 1, 'p': 1, 's': 1, 't': 1}"
850,sararmak,"{'a': 3, 'k': 1, 'm': 1, 'r': 2, 's': 1}"
850,silolama,"{'a': 2, 'i': 1, 'l': 2, 'm': 1, 'o': 1, 's': 1}"
850,sütsü,"{'s': 2, 't': 1, 'ü': 2}"
850,tansık,"{'a': 1, 'k': 1, 'n': 1, 's': 1, 't': 1, 'ı': 1}"
850,tatlanma,"{'a': 3, 'l': 1, 'm': 1, 'n': 1, 't': 2}"
850,tekercik,"{'c': 1, 'e': 2, 'i': 1, 'k': 2, 'r': 1, 't': 1}"
850,teklemek,"{'e': 3, 'k': 2, 'l': 1, 'm': 1, 't': 1}"
850,tercihen,"{'c': 1, 'e': 2, 'h': 1, 'i': 1, 'n': 1, 'r': 1, 't': 1}"
850,yalpık,"{'a': 1, 'k': 1, 'l': 1, 'p': 1, 'y': 1, 'ı': 1}"
850,yaratı,"{'a': 2, 'r': 1, 't': 1, 'y': 1, 'ı': 1}"
850,yazıla,"{'a': 2, 'l': 1, 'y': 1, 'z': 1, 'ı': 1}"
850,yedeklik,"{'d': 1, 'e': 2, 'i': 1, 'k': 2, 'l': 1, 'y': 1}"
850,yuhalama,"{'a': 3, 'h': 1, 'l': 1, 'm': 1, 'u': 1, 'y': 1}"
850,çakın,"{'a': 1, 'k': 1, 'n': 1, 'ç': 1, 'ı': 1}"
850,çalım,"{'a': 1, 'l': 1, 'm': 1, 'ç': 1, 'ı': 1}"
850,çelmece,"{'c': 1, 'e': 3, 'l': 1, 'm': 1, 'ç': 1}"
850,çıkan,"{'a': 1, 'k': 1, 'n': 1, 'ç': 1, 'ı': 1}"
851,acizleri,"{'a': 1, 'c': 1, 'e': 1, 'i': 2, 'l': 1, 'r': 1, 'z': 1}"
851,afiyetle,"{'a': 1, 'e': 2, 'f': 1, 'i': 1, 'l': 1, 't': 1, 'y': 1}"
851,akordeon,"{'a': 1, 'd': 1, 'e': 1, 'k': 1, 'n': 1, 'o': 2, 'r': 1}"
851,alinazik,"{'a': 2, 'i': 2, 'k': 1, 'l': 1, 'n': 1, 'z': 1}"
851,alçarak,"{'a': 3, 'k': 1, 'l': 1, 'r': 1, 'ç': 1}"
851,ambulans,"{'a': 2, 'b': 1, 'l': 1, 'm': 1, 'n': 1, 's': 1, 'u': 1}"
851,anamnezi,"{'a': 2, 'e': 1, 'i': 1, 'm': 1, 'n': 2, 'z': 1}"
851,anhidrit,"{'a': 1, 'd': 1, 'h': 1, 'i': 2, 'n': 1, 'r': 1, 't': 1}"
851,balistik,"{'a': 1, 'b': 1, 'i': 2, 'k': 1, 'l': 1, 's': 1, 't': 1}"
851,basitlik,"{'a': 1, 'b': 1, 'i': 2, 'k': 1, 'l': 1, 's': 1, 't': 1}"
851,berkitme,"{'b': 1, 'e': 2, 'i': 1, 'k': 1, 'm': 1, 'r': 1, 't': 1}"
851,bestelik,"{'b': 1, 'e': 2, 'i': 1, 'k': 1, 'l': 1, 's': 1, 't': 1}"
851,bezilmek,"{'b': 1, 'e': 2, 'i': 1, 'k': 1, 'l': 1, 'm': 1, 'z': 1}"
851,bitiklik,"{'b': 1, 'i': 3, 'k': 2, 'l': 1, 't': 1}"
851,biyaprak,"{'a': 2, 'b': 1, 'i': 1, 'k': 1, 'p': 1, 'r': 1, 'y': 1}"
851,biyograf,"{'a': 1, 'b': 1, 'f': 1, 'g': 1, 'i': 1, 'o': 1, 'r': 1, 'y': 1}"
851,bizlemek,"{'b': 1, 'e': 2, 'i': 1, 'k': 1, 'l': 1, 'm': 1, 'z': 1}"
851,boylanma,"{'a': 2, 'b': 1, 'l': 1, 'm': 1, 'n': 1, 'o': 1, 'y': 1}"
851,dalkavuk,"{'a': 2, 'd': 1, 'k': 2, 'l': 1, 'u': 1, 'v': 1}"
851,dekaster,"{'a': 1, 'd': 1, 'e': 2, 'k': 1, 'r': 1, 's': 1, 't': 1}"
851,devinmek,"{'d': 1, 'e': 2, 'i': 1, 'k': 1, 'm': 1, 'n': 1, 'v': 1}"
851,devrimci,"{'c': 1, 'd': 1, 'e': 1, 'i': 2, 'm': 1, 'r': 1, 'v': 1}"
851,diaspora,"{'a': 2, 'd': 1, 'i': 1, 'o': 1, 'p': 1, 'r': 1, 's': 1}"
851,ditilmek,"{'d': 1, 'e': 1, 'i': 2, 'k': 1, 'l': 1, 'm': 1, 't': 1}"
851,dizileme,"{'d': 1, 'e': 2, 'i': 2, 'l': 1, 'm': 1, 'z': 1}"
851,doksanar,"{'a': 2, 'd': 1, 'k': 1, 'n': 1, 'o': 1, 'r': 1, 's': 1}"
851,egzogami,"{'a': 1, 'e': 1, 'g': 2, 'i': 1, 'm': 1, 'o': 1, 'z': 1}"
851,elletmek,"{'e': 3, 'k': 1, 'l': 2, 'm': 1, 't': 1}"
851,erdirmek,"{'d': 1, 'e': 2, 'i': 1, 'k': 1, 'm': 1, 'r': 2}"
851,erteleme,"{'e': 4, 'l': 1, 'm': 1, 'r': 1, 't': 1}"
851,eterleme,"{'e': 4, 'l': 1, 'm': 1, 'r': 1, 't': 1}"
851,evcillik,"{'c': 1, 'e': 1, 'i': 2, 'k': 1, 'l': 2, 'v': 1}"
851,farenjit,"{'a': 1, 'e': 1, 'f': 1, 'i': 1, 'j': 1, 'n': 1, 'r': 1, 't': 1}"
851,feldspat,"{'a': 1, 'd': 1, 'e': 1, 'f': 1, 'l': 1, 'p': 1, 's': 1, 't': 1}"
851,ferforje,"{'e': 2, 'f': 2, 'j': 1, 'o': 1, 'r': 2}"
851,gamsız,"{'a': 1, 'g': 1, 'm': 1, 's': 1, 'z': 1, 'ı': 1}"
851,garazkar,"{'a': 3, 'g': 1, 'k': 1, 'r': 2, 'z': 1}"
851,gariplik,"{'a': 1, 'g': 1, 'i': 2, 'k': 1, 'l': 1, 'p': 1, 'r': 1}"
851,gaybubet,"{'a': 1, 'b': 2, 'e': 1, 'g': 1, 't': 1, 'u': 1, 'y': 1}"
851,girdirme,"{'d': 1, 'e': 1, 'g': 1, 'i': 2, 'm': 1, 'r': 2}"
851,glikojen,"{'e': 1, 'g': 1, 'i': 1, 'j': 1, 'k': 1, 'l': 1, 'n': 1, 'o': 1}"
851,halsizce,"{'a': 1, 'c': 1, 'e': 1, 'h': 1, 'i': 1, 'l': 1, 's': 1, 'z': 1}"
851,hidrojen,"{'d': 1, 'e': 1, 'h': 1, 'i': 1, 'j': 1, 'n': 1, 'o': 1, 'r': 1}"
851,hissedar,"{'a': 1, 'd': 1, 'e': 1, 'h': 1, 'i': 1, 'r': 1, 's': 2}"
851,indirmek,"{'d': 1, 'e': 1, 'i': 2, 'k': 1, 'm': 1, 'n': 1, 'r': 1}"
851,ispendek,"{'d': 1, 'e': 2, 'i': 1, 'k': 1, 'n': 1, 'p': 1, 's': 1}"
851,istihale,"{'a': 1, 'e': 1, 'h': 1, 'i': 2, 'l': 1, 's': 1, 't': 1}"
851,istihdam,"{'a': 1, 'd': 1, 'h': 1, 'i': 2, 'm': 1, 's': 1, 't': 1}"
851,istikbal,"{'a': 1, 'b': 1, 'i': 2, 'k': 1, 'l': 1, 's': 1, 't': 1}"
851,itelenme,"{'e': 3, 'i': 1, 'l': 1, 'm': 1, 'n': 1, 't': 1}"
851,izafilik,"{'a': 1, 'f': 1, 'i': 3, 'k': 1, 'l': 1, 'z': 1}"
851,kahveevi,"{'a': 1, 'e': 2, 'h': 1, 'i': 1, 'k': 1, 'v': 2}"
851,kalastra,"{'a': 3, 'k': 1, 'l': 1, 'r': 1, 's': 1, 't': 1}"
851,kaolinli,"{'a': 1, 'i': 2, 'k': 1, 'l': 2, 'n': 1, 'o': 1}"
851,karartma,"{'a': 3, 'k': 1, 'm': 1, 'r': 2, 't': 1}"
851,kataklaz,"{'a': 3, 'k': 2, 'l': 1, 't': 1, 'z': 1}"
851,katarakt,"{'a': 3, 'k': 2, 'r': 1, 't': 2}"
851,keskenme,"{'e': 3, 'k': 2, 'm': 1, 'n': 1, 's': 1}"
851,kinlenme,"{'e': 2, 'i': 1, 'k': 1, 'l': 1, 'm': 1, 'n': 2}"
851,klorlama,"{'a': 2, 'k': 1, 'l': 2, 'm': 1, 'o': 1, 'r': 1}"
851,kumlamak,"{'a': 2, 'k': 2, 'l': 1, 'm': 2, 'u': 1}"
851,kırnav,"{'a': 1, 'k': 1, 'n': 1, 'r': 1, 'v': 1, 'ı': 1}"
851,laborant,"{'a': 2, 'b': 1, 'l': 1, 'n': 1, 'o': 1, 'r': 1, 't': 1}"
851,laçın,"{'a': 1, 'l': 1, 'n': 1, 'ç': 1, 'ı': 1}"
851,mahsuben,"{'a': 1, 'b': 1, 'e': 1, 'h': 1, 'm': 1, 'n': 1, 's': 1, 'u': 1}"
851,marmelat,"{'a': 2, 'e': 1, 'l': 1, 'm': 2, 'r': 1, 't': 1}"
851,menderes,"{'d': 1, 'e': 3, 'm': 1, 'n': 1, 'r': 1, 's': 1}"
851,merceksi,"{'c': 1, 'e': 2, 'i': 1, 'k': 1, 'm': 1, 'r': 1, 's': 1}"
851,merhamet,"{'a': 1, 'e': 2, 'h': 1, 'm': 2, 'r': 1, 't': 1}"
851,millenme,"{'e': 2, 'i': 1, 'l': 2, 'm': 2, 'n': 1}"
851,miskince,"{'c': 1, 'e': 1, 'i': 2, 'k': 1, 'm': 1, 'n': 1, 's': 1}"
851,muhatara,"{'a': 3, 'h': 1, 'm': 1, 'r': 1, 't': 1, 'u': 1}"
851,niteleme,"{'e': 3, 'i': 1, 'l': 1, 'm': 1, 'n': 1, 't': 1}"
851,ortalı,"{'a': 1, 'l': 1, 'o': 1, 'r': 1, 't': 1, 'ı': 1}"
851,oymalı,"{'a': 1, 'l': 1, 'm': 1, 'o': 1, 'y': 1, 'ı': 1}"
851,pamukaki,"{'a': 2, 'i': 1, 'k': 2, 'm': 1, 'p': 1, 'u': 1}"
851,pasiflik,"{'a': 1, 'f': 1, 'i': 2, 'k': 1, 'l': 1, 'p': 1, 's': 1}"
851,paslatma,"{'a': 3, 'l': 1, 'm': 1, 'p': 1, 's': 1, 't': 1}"
851,paylanma,"{'a': 3, 'l': 1, 'm': 1, 'n': 1, 'p': 1, 'y': 1}"
851,portbebe,"{'b': 2, 'e': 2, 'o': 1, 'p': 1, 'r': 1, 't': 1}"
851,pıtrak,"{'a': 1, 'k': 1, 'p': 1, 'r': 1, 't': 1, 'ı': 1}"
851,refetmek,"{'e': 3, 'f': 1, 'k': 1, 'm': 1, 'r': 1, 't': 1}"
851,renkleme,"{'e': 3, 'k': 1, 'l': 1, 'm': 1, 'n': 1, 'r': 1}"
851,sabitlik,"{'a': 1, 'b': 1, 'i': 2, 'k': 1, 'l': 1, 's': 1, 't': 1}"
851,sabretme,"{'a': 1, 'b': 1, 'e': 2, 'm': 1, 'r': 1, 's': 1, 't': 1}"
851,sadrazam,"{'a': 3, 'd': 1, 'm': 1, 'r': 1, 's': 1, 'z': 1}"
851,sahtekar,"{'a': 2, 'e': 1, 'h': 1, 'k': 1, 'r': 1, 's': 1, 't': 1}"
851,saplatma,"{'a': 3, 'l': 1, 'm': 1, 'p': 1, 's': 1, 't': 1}"
851,saygın,"{'a': 1, 'g': 1, 'n': 1, 's': 1, 'y': 1, 'ı': 1}"
851,saylamak,"{'a': 3, 'k': 1, 'l': 1, 'm': 1, 's': 1, 'y': 1}"
851,sefillik,"{'e': 1, 'f': 1, 'i': 2, 'k': 1, 'l': 2, 's': 1}"
851,semender,"{'d': 1, 'e': 3, 'm': 1, 'n': 1, 'r': 1, 's': 1}"
851,tabildot,"{'a': 1, 'b': 1, 'd': 1, 'i': 1, 'l': 1, 'o': 1, 't': 2}"
851,tahkimat,"{'a': 2, 'h': 1, 'i': 1, 'k': 1, 'm': 1, 't': 2}"
851,tahkimli,"{'a': 1, 'h': 1, 'i': 2, 'k': 1, 'l': 1, 'm': 1, 't': 1}"
851,tahrifat,"{'a': 2, 'f': 1, 'h': 1, 'i': 1, 'r': 1, 't': 2}"
851,taygeldi,"{'a': 1, 'd': 1, 'e': 1, 'g': 1, 'i': 1, 'l': 1, 't': 1, 'y': 1}"
851,tebahhur,"{'a': 1, 'b': 1, 'e': 1, 'h': 2, 'r': 1, 't': 1, 'u': 1}"
851,tekeseme,"{'e': 4, 'k': 1, 'm': 1, 's': 1, 't': 1}"
851,tellemek,"{'e': 3, 'k': 1, 'l': 2, 'm': 1, 't': 1}"
851,tütsü,"{'s': 1, 't': 2, 'ü': 2}"
851,vakfetme,"{'a': 1, 'e': 2, 'f': 1, 'k': 1, 'm': 1, 't': 1, 'v': 1}"
851,vatlık,"{'a': 1, 'k': 1, 'l': 1, 't': 1, 'v': 1, 'ı': 1}"
851,yaslamak,"{'a': 3, 'k': 1, 'l': 1, 'm': 1, 's': 1, 'y': 1}"
851,yemenici,"{'c': 1, 'e': 2, 'i': 2, 'm': 1, 'n': 1, 'y': 1}"
851,çanlı,"{'a': 1, 'l': 1, 'n': 1, 'ç': 1, 'ı': 1}"
851,çaplama,"{'a': 3, 'l': 1, 'm': 1, 'p': 1, 'ç': 1}"
851,çehrece,"{'c': 1, 'e': 3, 'h': 1, 'r': 1, 'ç': 1}"
851,ünsüz,"{'n': 1, 's': 1, 'z': 1, 'ü': 2}"
851,ıskota,"{'a': 1, 'k': 1, 'o': 1, 's': 1, 't': 1, 'ı': 1}"
851,ıskuna,"{'a': 1, 'k': 1, 'n': 1, 's': 1, 'u': 1, 'ı': 1}"
852,aciliyet,"{'a': 1, 'c': 1, 'e': 1, 'i': 2, 'l': 1, 't': 1, 'y': 1}"
852,ahretlik,"{'a': 1, 'e': 1, 'h': 1, 'i': 1, 'k': 1, 'l': 1, 'r': 1, 't': 1}"
852,akçasal,"{'a': 3, 'k': 1, 'l': 1, 's': 1, 'ç': 1}"
852,ambiyans,"{'a': 2, 'b': 1, 'i': 1, 'm': 1, 'n': 1, 's': 1, 'y': 1}"
852,anatomik,"{'a': 2, 'i': 1, 'k': 1, 'm': 1, 'n': 1, 'o': 1, 't': 1}"
852,antiplak,"{'a': 2, 'i': 1, 'k': 1, 'l': 1, 'n': 1, 'p': 1, 't': 1}"
852,apartman,"{'a': 3, 'm': 1, 'n': 1, 'p': 1, 'r': 1, 't': 1}"
852,aperitif,"{'a': 1, 'e': 1, 'f': 1, 'i': 2, 'p': 1, 'r': 1, 't': 1}"
852,arkeolog,"{'a': 1, 'e': 1, 'g': 1, 'k': 1, 'l': 1, 'o': 2, 'r': 1}"
852,atgiller,"{'a': 1, 'e': 1, 'g': 1, 'i': 1, 'l': 2, 'r': 1, 't': 1}"
852,avangart,"{'a': 3, 'g': 1, 'n': 1, 'r': 1, 't': 1, 'v': 1}"
852,bahtiyar,"{'a': 2, 'b': 1, 'h': 1, 'i': 1, 'r': 1, 't': 1, 'y': 1}"
852,barbunya,"{'a': 2, 'b': 2, 'n': 1, 'r': 1, 'u': 1, 'y': 1}"
852,barkodlu,"{'a': 1, 'b': 1, 'd': 1, 'k': 1, 'l': 1, 'o': 1, 'r': 1, 'u': 1}"
852,belirtme,"{'b': 1, 'e': 2, 'i': 1, 'l': 1, 'm': 1, 'r': 1, 't': 1}"
852,bertilme,"{'b': 1, 'e': 2, 'i': 1, 'l': 1, 'm': 1, 'r': 1, 't': 1}"
852,bezeyici,"{'b': 1, 'c': 1, 'e': 2, 'i': 2, 'y': 1, 'z': 1}"
852,bizatihi,"{'a': 1, 'b': 1, 'h': 1, 'i': 3, 't': 1, 'z': 1}"
852,biçimci,"{'b': 1, 'c': 1, 'i': 3, 'm': 1, 'ç': 1}"
852,bunaltma,"{'a': 2, 'b': 1, 'l': 1, 'm': 1, 'n': 1, 't': 1, 'u': 1}"
852,carsız,"{'a': 1, 'c': 1, 'r': 1, 's': 1, 'z': 1, 'ı': 1}"
852,cimrilik,"{'c': 1, 'i': 3, 'k': 1, 'l': 1, 'm': 1, 'r': 1}"
852,cübbeci,"{'b': 2, 'c': 2, 'e': 1, 'i': 1, 'ü': 1}"
852,eklektik,"{'e': 2, 'i': 1, 'k': 3, 'l': 1, 't': 1}"
852,espadril,"{'a': 1, 'd': 1, 'e': 1, 'i': 1, 'l': 1, 'p': 1, 'r': 1, 's': 1}"
852,ezicilik,"{'c': 1, 'e': 1, 'i': 3, 'k': 1, 'l': 1, 'z': 1}"
852,fitlenme,"{'e': 2, 'f': 1, 'i': 1, 'l': 1, 'm': 1, 'n': 1, 't': 1}"
852,gezlemek,"{'e': 3, 'g': 1, 'k': 1, 'l': 1, 'm': 1, 'z': 1}"
852,girilmek,"{'e': 1, 'g': 1, 'i': 2, 'k': 1, 'l': 1, 'm': 1, 'r': 1}"
852,girmelik,"{'e': 1, 'g': 1, 'i': 2, 'k': 1, 'l': 1, 'm': 1, 'r': 1}"
852,gurklama,"{'a': 2, 'g': 1, 'k': 1, 'l': 1, 'm': 1, 'r': 1, 'u': 1}"
852,gurlamak,"{'a': 2, 'g': 1, 'k': 1, 'l': 1, 'm': 1, 'r': 1, 'u': 1}"
852,hazfetme,"{'a': 1, 'e': 2, 'f': 1, 'h': 1, 'm': 1, 't': 1, 'z': 1}"
852,hidivlik,"{'d': 1, 'h': 1, 'i': 3, 'k': 1, 'l': 1, 'v': 1}"
852,higrofil,"{'f': 1, 'g': 1, 'h': 1, 'i': 2, 'l': 1, 'o': 1, 'r': 1}"
852,ikiletme,"{'e': 2, 'i': 2, 'k': 1, 'l': 1, 'm': 1, 't': 1}"
852,incitmek,"{'c': 1, 'e': 1, 'i': 2, 'k': 1, 'm': 1, 'n': 1, 't': 1}"
852,istibdat,"{'a': 1, 'b': 1, 'd': 1, 'i': 2, 's': 1, 't': 2}"
852,kaidesiz,"{'a': 1, 'd': 1, 'e': 1, 'i': 2, 'k': 1, 's': 1, 'z': 1}"
852,kandidoz,"{'a': 1, 'd': 2, 'i': 1, 'k': 1, 'n': 1, 'o': 1, 'z': 1}"
852,karaçam,"{'a': 3, 'k': 1, 'm': 1, 'r': 1, 'ç': 1}"
852,kaydetme,"{'a': 1, 'd': 1, 'e': 2, 'k': 1, 'm': 1, 't': 1, 'y': 1}"
852,kemerlik,"{'e': 2, 'i': 1, 'k': 2, 'l': 1, 'm': 1, 'r': 1}"
852,kemrelik,"{'e': 2, 'i': 1, 'k': 2, 'l': 1, 'm': 1, 'r': 1}"
852,koklatma,"{'a': 2, 'k': 2, 'l': 1, 'm': 1, 'o': 1, 't': 1}"
852,kotlamak,"{'a': 2, 'k': 2, 'l': 1, 'm': 1, 'o': 1, 't': 1}"
852,laminant,"{'a': 2, 'i': 1, 'l': 1, 'm': 1, 'n': 2, 't': 1}"
852,makastar,"{'a': 3, 'k': 1, 'm': 1, 'r': 1, 's': 1, 't': 1}"
852,megastar,"{'a': 2, 'e': 1, 'g': 1, 'm': 1, 'r': 1, 's': 1, 't': 1}"
852,mehteran,"{'a': 1, 'e': 2, 'h': 1, 'm': 1, 'n': 1, 'r': 1, 't': 1}"
852,mekanize,"{'a': 1, 'e': 2, 'i': 1, 'k': 1, 'm': 1, 'n': 1, 'z': 1}"
852,meletmek,"{'e': 3, 'k': 1, 'l': 1, 'm': 2, 't': 1}"
852,memleket,"{'e': 3, 'k': 1, 'l': 1, 'm': 2, 't': 1}"
852,memnunca,"{'a': 1, 'c': 1, 'e': 1, 'm': 2, 'n': 2, 'u': 1}"
852,mermerci,"{'c': 1, 'e': 2, 'i': 1, 'm': 2, 'r': 2}"
852,mimlenme,"{'e': 2, 'i': 1, 'l': 1, 'm': 3, 'n': 1}"
852,minderli,"{'d': 1, 'e': 1, 'i': 2, 'l': 1, 'm': 1, 'n': 1, 'r': 1}"
852,mitingci,"{'c': 1, 'g': 1, 'i': 3, 'm': 1, 'n': 1, 't': 1}"
852,onaylı,"{'a': 1, 'l': 1, 'n': 1, 'o': 1, 'y': 1, 'ı': 1}"
852,patlatma,"{'a': 3, 'l': 1, 'm': 1, 'p': 1, 't': 2}"
852,pürüz,"{'p': 1, 'r': 1, 'z': 1, 'ü': 2}"
852,rahiplik,"{'a': 1, 'h': 1, 'i': 2, 'k': 1, 'l': 1, 'p': 1, 'r': 1}"
852,sakillik,"{'a': 1, 'i': 2, 'k': 2, 'l': 2, 's': 1}"
852,salakça,"{'a': 3, 'k': 1, 'l': 1, 's': 1, 'ç': 1}"
852,saliklik,"{'a': 1, 'i': 2, 'k': 2, 'l': 2, 's': 1}"
852,seleklik,"{'e': 2, 'i': 1, 'k': 2, 'l': 2, 's': 1}"
852,sepileme,"{'e': 3, 'i': 1, 'l': 1, 'm': 1, 'p': 1, 's': 1}"
852,sidiklik,"{'d': 1, 'i': 3, 'k': 2, 'l': 1, 's': 1}"
852,siklamen,"{'a': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1, 'm': 1, 'n': 1, 's': 1}"
852,sollamak,"{'a': 2, 'k': 1, 'l': 2, 'm': 1, 'o': 1, 's': 1}"
852,sıklet,"{'e': 1, 'k': 1, 'l': 1, 's': 1, 't': 1, 'ı': 1}"
852,tahakkuk,"{'a': 2, 'h': 1, 'k': 3, 't': 1, 'u': 1}"
852,tahminen,"{'a': 1, 'e': 1, 'h': 1, 'i': 1, 'm': 1, 'n': 2, 't': 1}"
852,talepkar,"{'a': 2, 'e': 1, 'k': 1, 'l': 1, 'p': 1, 'r': 1, 't': 1}"
852,tatbikat,"{'a': 2, 'b': 1, 'i': 1, 'k': 1, 't': 3}"
852,tavlanma,"{'a': 3, 'l': 1, 'm': 1, 'n': 1, 't': 1, 'v': 1}"
852,taylamak,"{'a': 3, 'k': 1, 'l': 1, 'm': 1, 't': 1, 'y': 1}"
852,teklifli,"{'e': 1, 'f': 1, 'i': 2, 'k': 1, 'l': 2, 't': 1}"
852,tonlarca,"{'a': 2, 'c': 1, 'l': 1, 'n': 1, 'o': 1, 'r': 1, 't': 1}"
852,yalatmak,"{'a': 3, 'k': 1, 'l': 1, 'm': 1, 't': 1, 'y': 1}"
852,yaranmak,"{'a': 3, 'k': 1, 'm': 1, 'n': 1, 'r': 1, 'y': 1}"
852,yarlık,"{'a': 1, 'k': 1, 'l': 1, 'r': 1, 'y': 1, 'ı': 1}"
852,yediemin,"{'d': 1, 'e': 2, 'i': 2, 'm': 1, 'n': 1, 'y': 1}"
852,yedilmek,"{'d': 1, 'e': 2, 'i': 1, 'k': 1, 'l': 1, 'm': 1, 'y': 1}"
852,yelkenci,"{'c': 1, 'e': 2, 'i': 1, 'k': 1, 'l': 1, 'n': 1, 'y': 1}"
852,zebercet,"{'b': 1, 'c': 1, 'e': 3, 'r': 1, 't': 1, 'z': 1}"
852,öğlen,"{'e': 1, 'l': 1, 'n': 1, 'ö': 1, 'ğ': 1}"
853,aeroloji,"{'a': 1, 'e': 1, 'i': 1, 'j': 1, 'l': 1, 'o': 2, 'r': 1}"
853,aklevrek,"{'a': 1, 'e': 2, 'k': 2, 'l': 1, 'r': 1, 'v': 1}"
853,aksetmek,"{'a': 1, 'e': 2, 'k': 2, 'm': 1, 's': 1, 't': 1}"
853,aktartma,"{'a': 3, 'k': 1, 'm': 1, 'r': 1, 't': 2}"
853,alaturka,"{'a': 3, 'k': 1, 'l': 1, 'r': 1, 't': 1, 'u': 1}"
853,amperlik,"{'a': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1, 'm': 1, 'p': 1, 'r': 1}"
853,aragonit,"{'a': 2, 'g': 1, 'i': 1, 'n': 1, 'o': 1, 'r': 1, 't': 1}"
853,asetilen,"{'a': 1, 'e': 2, 'i': 1, 'l': 1, 'n': 1, 's': 1, 't': 1}"
853,avarız,"{'a': 2, 'r': 1, 'v': 1, 'z': 1, 'ı': 1}"
853,azaltmak,"{'a': 3, 'k': 1, 'l': 1, 'm': 1, 't': 1, 'z': 1}"
853,belgesiz,"{'b': 1, 'e': 2, 'g': 1, 'i': 1, 'l': 1, 's': 1, 'z': 1}"
853,belirten,"{'b': 1, 'e': 2, 'i': 1, 'l': 1, 'n': 1, 'r': 1, 't': 1}"
853,betimsel,"{'b': 1, 'e': 2, 'i': 1, 'l': 1, 'm': 1, 's': 1, 't': 1}"
853,biçenek,"{'b': 1, 'e': 2, 'i': 1, 'k': 1, 'n': 1, 'ç': 1}"
853,densizce,"{'c': 1, 'd': 1, 'e': 2, 'i': 1, 'n': 1, 's': 1, 'z': 1}"
853,dermeyan,"{'a': 1, 'd': 1, 'e': 2, 'm': 1, 'n': 1, 'r': 1, 'y': 1}"
